College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST,Year
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,156.0,144.5,129.0,145.0,,,,,,2022
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,156.0,149.0,128.0,146.5,,,,,,2022
3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701",CS,COMPUTER SCIENCE AND ENGINEERING,156.0,131.0,113.5,136.135,,,135.5,,,2022
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",BT,BIO TECHNOLOGY,156.0,136.5,140.5,122.5,,,140.5,85.0,,2022
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",CE,CIVIL ENGINEERING,156.0,134.5,120.0,145.0,,,,86.0,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",ME,MECHANICAL ENGINEERING,156.0,142.5,151.0,139.5,,,,,,2022
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AG,AGRICULTURAL ENGINEERING,156.0,143.0,,142.0,,,108.0,,,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",ME,MECHANICAL ENGINEERING,156.0,130.5,139.5,,,,,,,2022
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",AG,AGRICULTURAL ENGINEERING,155.975,137.0,,135.0,,,,89.0,,2022
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",IT,INFORMATION TECHNOLOGY,155.735,148.5,131.0,135.0,,,,,,2022
4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",IT,INFORMATION TECHNOLOGY,155.5,146.0,,119.5,,,146.0,,,2022
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",IT,INFORMATION TECHNOLOGY,155.5,137.5,134.0,119.0,,,110.0,,,2022
1310,"Misrimal Navajee Munoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096",IT,INFORMATION TECHNOLOGY,155.5,139.0,143.0,150.0,,,125.0,,,2022
2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",BM,BIO MEDICAL ENGINEERING,155.5,137.5,,,,,,,,2022
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Chengalpattu District 603319",CS,COMPUTER SCIENCE AND ENGINEERING,155.5,117.5,115.0,143.5,,,,,,2022
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,140.0,,130.5,,,,143.0,131.0,2022
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,150.0,131.5,131.5,,,,,,2022
1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103",CS,COMPUTER SCIENCE AND ENGINEERING,155.5,123.0,99.5,138.5,,,84.0,,,2022
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,146.5,116.0,132.5,,,,,,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",TX,TEXTILE TECHNOLOGY,155.5,143.5,,132.0,,,,,,2022
2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",IT,INFORMATION TECHNOLOGY,155.0,129.5,136.5,132.5,,,92.5,126.0,,2022
3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704",CS,COMPUTER SCIENCE AND ENGINEERING,155.0,116.5,118.0,139.0,,,122.0,94.0,,2022
1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",CS,COMPUTER SCIENCE AND ENGINEERING,155.0,122.0,122.5,138.5,,,109.0,,,2022
3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113",CS,COMPUTER SCIENCE AND ENGINEERING,155.0,127.0,85.5,133.5,,,86.5,,,2022
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.0,143.5,123.5,138.0,,,,,,2022
1237,"Velammal Institute of Technology, Chennai-Kolkatta Highway, Panchetti Village, Ponneri Taluk, Thiruvallur District 601204",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,155.0,147.0,134.5,131.0,,,,,,2022
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.0,146.0,142.5,142.0,,,103.0,,,2022
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",IT,INFORMATION TECHNOLOGY,155.0,138.5,141.0,125.0,,,114.5,149.5,,2022
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CH,CHEMICAL ENGINEERING,155.0,150.5,149.5,138.0,,,,,,2022
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",CS,COMPUTER SCIENCE AND ENGINEERING,155.0,132.5,142.5,,,,,,,2022
1322,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri, Chennai 603104",IT,INFORMATION TECHNOLOGY,155.0,141.5,146.5,132.0,,,125.0,99.5,,2022
3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",AL,Artificial Intelligence and Machine Learning,155.0,145.5,148.0,132.5,,,,,,2022
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",CS,COMPUTER SCIENCE AND ENGINEERING,154.5,133.0,101.5,110.0,,,,,,2022
3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002",CS,COMPUTER SCIENCE AND ENGINEERING,154.5,135.0,136.0,141.0,,,119.5,,,2022
1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,132.5,137.0,112.5,,,,125.0,,2022
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,154.5,146.5,135.0,133.0,,,95.0,,,2022
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,150.5,129.0,117.5,,,,,,2022
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",ME,MECHANICAL ENGINEERING,154.475,131.0,108.5,136.5,,,94.0,87.5,,2022
5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai District 625402",CS,COMPUTER SCIENCE AND ENGINEERING,154.0,120.5,135.0,,,,82.5,,,2022
2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",CS,COMPUTER SCIENCE AND ENGINEERING,154.0,122.0,119.5,102.5,,,107.5,142.0,84.5,2022
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.0,145.5,146.5,120.5,,,,,,2022
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",IT,INFORMATION TECHNOLOGY,154.0,142.5,150.0,118.0,,,,,,2022
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",CD,COMPUTER SCIENCE AND DESIGN,154.0,148.0,146.0,130.0,,,,,,2022
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,119.5,144.5,,,,112.5,,,2022
1301,"Mohammed Sathak A J College of Engineering, Old Mahabalipuram Road (OMR), Egattur, Chengalpattu District 603103",CS,COMPUTER SCIENCE AND ENGINEERING,154.0,111.0,133.5,109.0,,,,,,2022
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,140.5,,130.5,,,,,,2022
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,154.0,140.0,137.5,131.0,,,103.0,,,2022
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,154.0,144.5,101.0,122.0,,,,,,2022
3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,154.0,140.5,132.0,129.0,,,,,,2022
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CH,CHEMICAL ENGINEERING,154.0,121.5,,,,,,,,2022
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",IT,INFORMATION TECHNOLOGY,154.0,144.5,140.0,135.5,,,131.0,107.5,,2022
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",BT,BIO TECHNOLOGY,153.5,141.4,,102.0,,,95.0,,,2022
1408,"I F E T College of Engineering (Autonomous), Gangarampalayam, Villupuram District 605108",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,153.5,102.5,144.0,141.5,,,,,,2022
2622,"V S B Engineering College, Kovai Road, Karur District 639111",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5,143.5,130.5,119.0,,,,,,2022
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",IT,INFORMATION TECHNOLOGY,153.5,134.5,96.0,128.5,,,,112.5,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",CE,CIVIL ENGINEERING,153.2,137.5,134.0,116.0,,,,,,2022
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,153.0,142.0,130.0,131.0,,,,,,2022
2622,"V S B Engineering College, Kovai Road, Karur District 639111",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,153.0,142.0,,,,,,,,2022
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",CS,COMPUTER SCIENCE AND ENGINEERING,153.0,101.5,137.5,,,,,127.0,,2022
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",TS,Computer Science and Technology,153.0,141.0,151.5,134.0,,,85.5,85.0,,2022
5986,"Velammal College of Engineering and Technology, Madurai District 625009",ME,MECHANICAL ENGINEERING,153.0,126.5,152.0,,,,,,,2022
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",CS,COMPUTER SCIENCE AND ENGINEERING,153.0,132.0,149.0,127.5,,,100.0,,,2022
5921,"Syed Ammal Engineering College, Achuthan Vayal Post, Ramanathapuram District 623502",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.0,131.5,133.0,,,,,,,2022
1414,"Prince Shri Venkateshwara Padmavathy Engineering College, Ponmar, Chennai 600048",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.855,135.0,,128.5,,,,,,2022
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",MZ,Mechatronics Engineering,152.5,142.0,136.0,134.5,,,,,,2022
3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,137.0,121.0,111.5,,,,,,2022
1310,"Misrimal Navajee Munoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.5,135.5,105.5,147.0,,,,,,2022
1509,"Meenakshi College of Engineering, Vembuliamman Koil Street, K K Nagar (West), Chennai 600078",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,135.0,97.0,132.0,,,102.0,,,2022
1233,"Adhi College of Engineering and Technology, Pazhayaseevaram, Madura Sankarapuram Village, Kancheepuram District 631605",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,135.0,,92.5,,,112.5,,,2022
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur District 621212",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,130.5,133.0,132.5,,,99.5,125.5,,2022
2630,"Chettinad College of Engineering and Technology, NH-67, Trichy Main Road, Puliyur C F, Karur District 639114",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,101.5,142.0,122.0,,,95.5,114.0,,2022
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),152.5,138.5,134.5,132.5,,,109.0,,135.5,2022
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,138.0,120.0,122.0,,,,,,2022
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.5,133.0,102.5,130.5,,,,,,2022
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,147.0,144.0,134.0,,,,,,2022
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",CS,COMPUTER SCIENCE AND ENGINEERING,152.5,129.5,144.5,131.5,,,,96.0,87.0,2022
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.0,136.5,133.5,128.5,,,,,,2022
3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.0,140.5,125.0,131.0,,,,,,2022
2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152.0,142.5,115.0,124.0,,,,,,2022
3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",AL,Artificial Intelligence and Machine Learning,152.0,141.0,146.5,136.0,,,,,,2022
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.0,141.0,144.5,126.0,,,,118.0,,2022
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",ME,MECHANICAL ENGINEERING,152.0,128.5,111.0,114.5,,,,,,2022
1316,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village, Chengalpattu District 603103",CS,COMPUTER SCIENCE AND ENGINEERING,152.0,131.5,135.5,130.5,,,91.5,,93.5,2022
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,151.705,137.5,142.0,120.5,,,,,,2022
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,133.0,141.0,,,,,83.0,,2022
3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,103.5,136.0,126.0,,,,,,2022
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105",IT,INFORMATION TECHNOLOGY,151.5,125.5,142.0,131.0,,,124.0,109.0,,2022
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",ME,MECHANICAL ENGINEERING,151.5,134.0,91.0,132.0,,,,,,2022
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,132.5,95.0,113.5,,,,,,2022
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,130.5,126.5,138.0,,,,,,2022
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,151.5,131.0,135.5,,,,,,,2022
1238,"G R T Institute of Engineering and Technology, GRT Mahalakshmi Nagar, Chennai-Tirupathi Highway, Tiruttani Taluk, Thiruvallur District 631209",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,114.5,104.5,121.0,,,123.5,111.0,,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",CE,CIVIL ENGINEERING,151.5,106.5,,,,,,,,2022
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.5,126.5,88.0,95.5,,,,111.0,,2022
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,132.0,112.0,,,,,,,2022
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151.5,139.5,,130.0,,,,,,2022
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",BT,BIO TECHNOLOGY,151.5,136.5,,98.5,,,,,,2022
3817,"Roever Engineering College, Elambalur, Perambalur District 621212",CS,COMPUTER SCIENCE AND ENGINEERING,151.0,107.5,134.0,125.0,,,,,,2022
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151.0,123.5,115.5,138.0,,,100.5,,,2022
5986,"Velammal College of Engineering and Technology, Madurai District 625009",CE,CIVIL ENGINEERING,151.0,120.0,103.0,101.5,,,,,,2022
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",MD,MEDICAL ELECTRONICS ENGINEERING,151.0,143.5,139.0,131.5,,,,,,2022
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",BM,BIO MEDICAL ENGINEERING,151.0,132.0,,120.0,,,,144.0,,2022
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,151.0,141.0,140.0,138.0,,,97.5,,,2022
1310,"Misrimal Navajee Munoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,151.0,138.5,,120.0,,,,,,2022
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",CS,COMPUTER SCIENCE AND ENGINEERING,151.0,127.0,89.5,127.5,,,,99.0,,2022
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District 638057",CS,COMPUTER SCIENCE AND ENGINEERING,151.0,134.5,,124.5,,,,,,2022
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.0,110.0,115.0,143.0,,,,,,2022
2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105",CS,COMPUTER SCIENCE AND ENGINEERING,150.5,135.5,129.5,139.5,,,93.5,,114.5,2022
2639,"Narasu's Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",IT,INFORMATION TECHNOLOGY,150.5,129.0,124.5,124.5,,,,96.5,,2022
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,141.5,130.0,126.0,,,,,,2022
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",CS,COMPUTER SCIENCE AND ENGINEERING,150.5,125.5,,125.5,,,,,,2022
4981,"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,150.5,130.5,140.0,92.0,,,,,,2022
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District 641659",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,131.5,,135.0,,,,,,2022
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,130.0,129.0,124.0,,,91.0,134.0,101.0,2022
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",AG,AGRICULTURAL ENGINEERING,150.5,134.0,90.0,105.0,,,107.5,146.0,124.5,2022
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,140.5,128.5,137.0,,,86.0,146.5,,2022
